순번,영화명,감독,제작사,수입사,배급사,개봉일,영화유형,영화형태,국적,전국 스크린수,전국 매출액,전국 관객수,서울 매출액,서울 관객수,장르,등급,영화구분
2407,룸싸롱 맛있는 서비스,조태호,(주)영화사가을,,(주)영화사가을,2018/08/09,개봉영화,장편,한국,20,"515,000",91,"111,000",26,멜로/로맨스,청소년관람불가,일반영화
2408,시티 오브 크레인,문승욱,"(주)디앤디미디어,(주)삼거리픽쳐스",,(주)스폰지이엔티,2010/05/06,개봉영화,장편,한국,2,"505,944",91,"269,000",45,드라마,12세이상관람가,독립/예술영화
2409,어느 여름날 밤에,김헌,이상우 필름,,이상우 필름,2017/04/06,개봉영화,장편,한국,5,"597,000",91,0,0,드라마,청소년관람불가,독립/예술영화
2410,착한 자매들,김부곤,(주)영화사가을,,(주)영화사가을,2018/10/12,개봉영화,장편,한국,20,"509,000",91,"113,000",27,멜로/로맨스,청소년관람불가,일반영화
2411,말하지 못한 비밀,송동윤,디와이엔터테인먼트 주식회사,,주식회사 마운틴픽쳐스,2015/10/22,개봉영화,장편,한국,3,"722,000",86,"634,000",72,드라마,청소년관람불가,독립/예술영화
2412,트로피컬 마닐라,이상우,이상우 필름,,이상우 필름,2012/04/26,개봉영화,장편,한국,1,"565,000",86,"319,000",46,드라마,청소년관람불가,독립/예술영화
2413,여자 없는 세상,송재윤,한국영화아카데미,,씨제이 씨지브이(CJ CGV)(주),2009/12/10,개봉영화,장편,한국,1,"508,896",85,"422,000",71,드라마,청소년관람불가,독립/예술영화
2414,노맨스랜드,"박중하,신지현,김상혁,지화자",영화사 유일무이,,영화사 유일무이,2018/07/18,개봉영화,옴니버스,한국,1,"601,000",84,0,0,코미디,15세이상관람가,독립/예술영화
2415,여친 언니,조태호,(주)영화사가을,,(주)영화사가을,2018/10/04,개봉영화,장편,한국,20,"495,000",84,"99,000",20,멜로/로맨스,청소년관람불가,일반영화
2416,노래방 : 화끈한 여자들,조태호,(주)영화사가을,,(주)영화사가을,2018/11/09,개봉영화,장편,한국,20,"578,000",81,"122,000",7,멜로/로맨스,청소년관람불가,일반영화
2417,탐정사무소-평강공주와 바보온달 무삭제판,이동현,(주)매니아22,,(주)나우콘텐츠,2016/06/15,개봉영화,장편,한국,1,"648,000",81,"648,000",81,스릴러,청소년관람불가,일반영화
2418,탐하다: 욕망의 섬,김진성,주식회사 마운틴픽쳐스,,주식회사 마운틴픽쳐스,2017/05/01,개봉영화,장편,한국,20,"450,000",81,"124,000",22,스릴러,청소년관람불가,일반영화
2419,개인교수 : 성적 올리기,유해종,(주)영화사가을,,(주)영화사가을,2018/10/25,개봉영화,장편,한국,20,"486,000",80,"84,000",15,멜로/로맨스,청소년관람불가,일반영화
2420,"60년전, 사선에서",박성미,(주)디케이미디어,,(주)인터콘미디어,2010/06/24,개봉영화,장편,한국,2,"596,363",80,"556,000",75,다큐멘터리,전체관람가,일반영화
2421,귀신과 함께 춤을,백감독,(주)인피니티엔터테인먼트,,(주)인피니티엔터테인먼트,2018/11/30,개봉영화,장편,한국,1,"158,000",79,"158,000",79,멜로/로맨스,청소년관람불가,일반영화
2422,60일의 썸머,김희영,(주)한영씨앤텍,,주식회사 마운틴픽쳐스,2018/10/25,개봉영화,장편,한국,5,"416,500",78,"227,000",23,드라마,15세이상관람가,독립/예술영화
2423,엄마친구 5,명석환,(주)영화사 사계절,,(주)영화사 사계절,2018/08/24,개봉영화,장편,한국,20,"625,000",77,"69,000",5,멜로/로맨스,청소년관람불가,일반영화
2424,착한 엄마 2,곽영근,"(주)영화사 사계절,대호필름",,(주)영화사 사계절,2018/10/19,개봉영화,장편,한국,20,"481,000",77,"85,000",13,멜로/로맨스,청소년관람불가,일반영화
2425,핏불테리아,고명안,스턴트코리아,,스턴트코리아,2012/10/23,개봉영화,장편,한국,1,"492,800",77,"492,800",77,액션,청소년관람불가,일반영화
2426,심장박동 조작극,장희민,(주)곤미디어,,(주)스토리제이,2017/12/21,개봉영화,장편,한국,5,"405,000",76,"42,000",9,멜로/로맨스,15세이상관람가,독립/예술영화
2427,걸작,최진욱,주식회사 씨엠닉스,,주식회사 씨엠닉스,2019/07/01,개봉영화,장편,한국,1,"215,000",75,"215,000",75,코미디,12세이상관람가,독립/예술영화
2428,맛있는 스캔들,이세일,(주)케이알씨지,,(주)케이알씨지,2012/11/02,개봉영화,장편,한국,1,"400,000",75,"400,000",75,멜로/로맨스,청소년관람불가,일반영화
2429,스팟걸-교수와 여제자,신혜성,비즈니스네크워크,,(유)조이앤컨텐츠그룹,2012/08/02,개봉영화,장편,한국,1,"400,000",75,"400,000",75,드라마,청소년관람불가,일반영화
2430,여인의 숨결,이세일,(주)케이알씨지,,(주)케이알씨지,2012/08/10,개봉영화,장편,한국,1,"400,000",75,"400,000",75,드라마,청소년관람불가,일반영화
2431,집,"반주영,이현진,이재호,박미선",한국영화아카데미,,씨제이이앤엠(주),2011/03/17,개봉영화,장편,한국,1,"594,500",75,"463,500",56,판타지,15세이상관람가,독립/예술영화
2432,48시간의 일탈,이숭환,(주)케이알씨지,,(주)케이알씨지,2012/04/28,개봉영화,장편,한국,1,"350,050",75,"350,050",75,성인물(에로),청소년관람불가,일반영화
2433,심도,류스케 하마구치,한국영화아카데미,,씨제이이앤엠(주),2011/03/17,개봉영화,장편,한국,1,"601,500",74,"462,500",54,드라마,청소년관람불가,일반영화
2434,동경,윤웅대,,,주식회사 씨엠닉스,2019/08/01,개봉영화,장편,한국,1,"166,000",73,"166,000",73,드라마,15세이상관람가,독립/예술영화
2435,스피드,이상우,(주)무비엔진,,(주)드림팩트엔터테인먼트,2015/10/22,개봉영화,장편,한국,6,"554,000",73,"261,500",31,드라마,청소년관람불가,독립/예술영화
2436,일진,이수성,㈜리필름,,(주)드림팩트엔터테인먼트,2018/03/15,개봉영화,장편,한국,5,"114,000",73,"58,000",17,액션,청소년관람불가,독립/예술영화
2437,정사 : 자매의 유혹,김부곤,(주)영화사가을,,(주)영화사가을,2018/08/16,개봉영화,장편,한국,20,"473,000",73,"77,000",9,멜로/로맨스,청소년관람불가,일반영화
2438,여교사 : 제자와의 사랑,최민,(주)영화사가을,,(주)영화사가을,2018/08/02,개봉영화,장편,한국,20,"471,000",72,"75,000",8,멜로/로맨스,청소년관람불가,일반영화
2439,캐릭터,손광주,,,(주)영화사 조제,2011/11/17,개봉영화,장편,한국,1,"555,000",72,"555,000",72,드라마,12세이상관람가,독립/예술영화
2440,황구,박용집,골든타이드픽처스(주),,골든타이드픽처스(주),2014/10/16,개봉영화,장편,한국,6,"373,000",72,"223,000",42,코미디,전체관람가,독립/예술영화
2441,내 여자친구의 엄마,김부곤,(주)영화사가을,,(주)영화사가을,2018/12/04,개봉영화,장편,한국,20,"518,000",71,"122,000",7,멜로/로맨스,청소년관람불가,일반영화
2442,밀애 : 아내의 여동생,김부곤,(주)영화사가을,,(주)영화사가을,2018/11/15,개봉영화,장편,한국,20,"518,000",71,"122,000",7,멜로/로맨스,청소년관람불가,일반영화
2443,"불의 날, 생명을 말하다",전화성,"한국YWCA연합회,크리에이티브컴즈(주)",,크리에이티브컴즈(주),2016/04/28,개봉영화,장편,한국,1,"568,000",71,"568,000",71,다큐멘터리,전체관람가,일반영화
2444,한민족 그리고 조선족,전화성,"한국YWCA연합회,크리에이티브컴즈(주)",,크리에이티브컴즈(주),2014/12/10,개봉영화,장편,한국,1,"568,000",71,"568,000",71,다큐멘터리,전체관람가,일반영화
2445,내 학생의 엄마 3,유해종,(주)영화사가을,,(주)영화사가을,2018/09/07,개봉영화,장편,한국,20,"467,000",70,"76,000",6,멜로/로맨스,청소년관람불가,일반영화
2446,롤플레이,백상열,골든타이드픽처스(주),,골든타이드픽처스(주),2012/12/06,개봉영화,장편,한국,6,"449,000",70,"95,000",14,멜로/로맨스,청소년관람불가,독립/예술영화
2447,스와핑 : 친구의 아내 2,유해종,(주)영화사가을,,(주)영화사가을,2018/07/19,개봉영화,장편,한국,20,"470,000",69,"74,000",5,멜로/로맨스,청소년관람불가,일반영화
2448,신혼부부의 성생활,조태호,(주)영화사가을,,(주)영화사가을,2018/07/12,개봉영화,장편,한국,20,"470,000",69,"74,000",5,멜로/로맨스,청소년관람불가,일반영화
2449,엄마의 유혹,유해종,(주)영화사가을,,(주)영화사가을,2018/07/31,개봉영화,장편,한국,20,"465,000",69,"69,000",5,멜로/로맨스,청소년관람불가,일반영화
2450,여친엄마 2,최민,(주)영화사가을,,(주)영화사가을,2018/08/30,개봉영화,장편,한국,19,"465,000",69,"69,000",5,멜로/로맨스,청소년관람불가,일반영화
2451,연애 : 엄마친구,유해종,(주)영화사가을,,(주)영화사가을,2018/07/10,개봉영화,장편,한국,20,"470,000",69,"76,000",6,멜로/로맨스,청소년관람불가,일반영화
2452,젊은 엄마 친구,유해종,(주)영화사가을,,(주)영화사가을,2018/09/28,개봉영화,장편,한국,20,"465,000",69,"69,000",5,멜로/로맨스,청소년관람불가,일반영화
2453,정사 : 처제의 사랑,최민,(주)영화사가을,,(주)영화사가을,2018/07/26,개봉영화,장편,한국,20,"465,000",69,"69,000",5,멜로/로맨스,청소년관람불가,일반영화
2454,퀴어영화 뷰티풀,백인규,99film,,99film,2018/10/06,개봉영화,장편,한국,1,"584,000",65,"584,000",65,멜로/로맨스,청소년관람불가,독립/예술영화
2455,올웨이스 비보이,권우탁,트랜샌댄스,,실버스푼,2009/12/24,개봉영화,장편,한국,3,"400,161",63,"126,000",16,드라마,12세이상관람가,독립/예술영화
2456,뷰티풀 뱀파이어,정은경,(주)싸이런픽쳐스,,씨네그루(주)키다리이엔티,2018/10/08,개봉영화,장편,한국,5,"221,000",62,"1,000",1,판타지,12세이상관람가,독립/예술영화
2457,가슴 큰 여자친구 무삭제판,준세,(주)담화,,(주)담화,2019/08/28,개봉영화,장편,한국,1,"300,000",60,"300,000",60,멜로/로맨스,청소년관람불가,일반영화
2458,개인교수: 심화학습 (무삭제),정태령,영화사 인연,,(주)소나무픽쳐스,2016/07/21,개봉영화,장편,한국,1,"300,000",60,"300,000",60,멜로/로맨스,청소년관람불가,일반영화
2459,그녀와 아줌마의 동거,유강,(주)나우콘텐츠,,(주)나우콘텐츠,2018/12/07,개봉영화,장편,한국,1,"300,000",60,"300,000",60,,청소년관람불가,일반영화
2460,리얼라이저,백마,유로 프로덕션,,유로 프로덕션,2018/09/03,개봉영화,장편,한국,1,"300,000",60,"300,000",60,성인물(에로),청소년관람불가,일반영화
2461,법피아,박두혁,월드 영화사,,월드 영화사,2019/05/02,개봉영화,장편,한국,2,"377,000",60,0,0,다큐멘터리,15세이상관람가,독립/예술영화
2462,"어떤 여행, 시민창작뮤지컬",김정욱,주식회사 마운틴픽쳐스,,주식회사 마운틴픽쳐스,2015/05/07,개봉영화,장편,한국,2,"335,000",60,"125,000",16,다큐멘터리,전체관람가,독립/예술영화
2463,옆집아가씨 무삭제판,신성진,(주)담화,,(주)담화,2019/08/01,개봉영화,장편,한국,1,"300,000",60,"300,000",60,기타,청소년관람불가,일반영화
2464,올래?! 천사들의 도시편 무삭제,노승탁,(주)제이에이와이이엔터테인먼트,,(주)제이에이와이이엔터테인먼트,2017/11/21,개봉영화,장편,한국,1,"300,000",60,"300,000",60,멜로/로맨스,청소년관람불가,일반영화
2465,음란한 모델 무삭제판,노승택,(주)제이에이와이이엔터테인먼트,,(주)제이에이와이이엔터테인먼트,2018/11/02,개봉영화,장편,한국,1,"300,000",60,"300,000",60,멜로/로맨스,청소년관람불가,일반영화
2466,입영전야 무삭제: 여선배의 자취방 버전,유승택,영화사 인연,,(주)소나무픽쳐스,2016/09/01,개봉영화,장편,한국,1,"300,000",60,"300,000",60,멜로/로맨스,청소년관람불가,일반영화
2467,젊은 형부 무삭제판,박은호,(주)픽쳐레스크,,(주)픽쳐레스크,2017/01/25,개봉영화,장편,한국,1,"300,000",60,"300,000",60,멜로/로맨스,청소년관람불가,일반영화
2468,하숙집 2 (무삭제),정태령,영화사 인연,,(주)소나무픽쳐스,2016/06/16,개봉영화,장편,한국,1,"300,000",60,"300,000",60,멜로/로맨스,청소년관람불가,일반영화
2469,화끈한 홈서비스 무삭제판,노승택,(주)제이에이와이이엔터테인먼트,,(주)제이에이와이이엔터테인먼트,2018/08/17,개봉영화,장편,한국,1,"300,000",60,"300,000",60,멜로/로맨스,청소년관람불가,일반영화
2470,섹스하기 좋은 날 무삭제,김이슬,(주)영화사가을,,(주)영화사가을,2019/03/12,개봉영화,장편,한국,20,"177,000",58,"78,000",39,멜로/로맨스,청소년관람불가,일반영화
2471,침입자,이숭환,(주)케이알씨지,,(주)케이알씨지,2017/12/14,개봉영화,장편,한국,5,"146,000",58,"14,000",7,범죄,15세이상관람가,독립/예술영화
2472,내 이웃의 아내 (무삭제),정대만,블루스필름,,(주)소나무픽쳐스,2016/11/24,개봉영화,장편,한국,1,"270,000",54,"270,000",54,멜로/로맨스,청소년관람불가,일반영화
2473,러브멘토,신혜성,스카이동,,(주)나우콘텐츠,2014/04/17,개봉영화,장편,한국,1,"270,000",54,"270,000",54,멜로/로맨스,청소년관람불가,일반영화
2474,베드(감독판),박철수,씨네힐,,주식회사 마운틴픽쳐스,2015/03/12,개봉영화,장편,한국,1,"270,000",54,"270,000",54,멜로/로맨스,청소년관람불가,일반영화
2475,비밀: 아내의 남자,이상화,굿픽처스,,(주)나우콘텐츠,2015/02/04,개봉영화,장편,한국,1,"270,000",54,"270,000",54,드라마,청소년관람불가,일반영화
2476,섹스가 다이어트에 미치는 영향,최무연,(주)로드하우스,,(주)로드하우스,2016/12/12,개봉영화,장편,한국,1,"270,000",54,"270,000",54,멜로/로맨스,청소년관람불가,일반영화
2477,외계인들,"김한규,손병희",한손필름,,(주)엘케이픽쳐스,2014/12/31,개봉영화,장편,한국,1,"270,000",54,"270,000",54,코미디,15세이상관람가,일반영화
2478,외박: 친구의 여자 (무삭제),유승택,영화사 인연,,(주)소나무픽쳐스,2016/11/10,개봉영화,장편,한국,1,"270,000",54,"270,000",54,멜로/로맨스,청소년관람불가,일반영화
2479,원죄적 정사 2014,소팔석,주식회사 이엔터,,주식회사 이엔터,2014/08/13,개봉영화,장편,한국,1,"270,000",54,"270,000",54,멜로/로맨스,청소년관람불가,일반영화
2480,이상한 게임,신재천,디자인 콘텐츠,,디자인 콘텐츠,2019/06/09,개봉영화,장편,한국,1,"324,000",54,"324,000",54,미스터리,15세이상관람가,일반영화
2481,청불학원,최무연,(주)로드하우스,,(주)로드하우스,2017/03/14,개봉영화,장편,한국,1,"270,000",54,"270,000",54,멜로/로맨스,청소년관람불가,일반영화
2482,폭풍정사,국영수,(주)대양미디어,,위드 라이언 픽쳐스,2015/07/29,개봉영화,장편,한국,1,"270,000",54,"270,000",54,멜로/로맨스,청소년관람불가,일반영화
2483,서울야행,권중목,주식회사 씨엠닉스,,주식회사 씨엠닉스,2016/05/05,개봉영화,장편,한국,3,"355,000",53,"141,000",21,코미디,15세이상관람가,독립/예술영화
2484,콩쥐별전 - 전주성의 비밀,배효상,유한회사 올빼미하우스,,유한회사 올빼미하우스,2019/07/27,개봉영화,장편,한국,1,"219,000",52,0,0,애니메이션,전체관람가,일반영화
2485,찡찡 막막,박제욱,아이앤지픽쳐스,,아이앤지픽쳐스,2016/11/24,개봉영화,장편,한국,2,"249,500",51,0,0,멜로/로맨스,15세이상관람가,독립/예술영화
2486,배꼽,박보상,"(주)태원엔터테인먼트,지오엔터테인먼트",,타임스토리그룹(주),2013/01/17,개봉영화,장편,한국,1,"300,000",50,"300,000",50,가족,청소년관람불가,일반영화
2487,어떤 가족,김형범,판픽처스,,골든타이드픽처스(주),2015/06/25,개봉영화,장편,한국,5,"280,000",50,0,0,드라마,12세이상관람가,독립/예술영화
2488,나의 불행에는 이유가 있다,한상민,MBIAS필름,,"시네마루,위드시네마",2010/11/25,개봉영화,장편,한국,1,"278,682",47,"182,500",28,드라마,15세이상관람가,일반영화
2489,어떤 하루,"정가영,전선호,최진혁",청주대학교 영화학과,,(주)비엠컬쳐스,2017/06/28,개봉영화,옴니버스,한국,5,"344,000",45,"197,000",21,드라마,15세이상관람가,독립/예술영화
2490,테이크 미 홈,이창준,바심미디어,,바심미디어,2019/06/16,개봉영화,장편,한국,1,"192,000",45,0,0,다큐멘터리,전체관람가,독립/예술영화
2491,망대,문승욱,문화공작소 낭만,,골든타이드픽처스(주),2015/03/12,개봉영화,장편,한국,3,"307,000",44,"159,000",20,다큐멘터리,전체관람가,독립/예술영화
2492,아웃도어 비긴즈,임진승,노센스필름,,윤스,2018/05/21,개봉영화,장편,한국,5,"170,000",44,"28,000",14,코미디,청소년관람불가,독립/예술영화
2493,걷기 좋은 날,박용주,(주)웃기씨네,,(주)웃기씨네,2018/10/12,개봉영화,장편,한국,1,"153,500",43,0,0,드라마,12세이상관람가,독립/예술영화
2494,데드 엔드,윤여창,굿픽처스,,(주)마노엔터테인먼트,2013/11/14,개봉영화,장편,한국,1,"214,000",42,0,0,미스터리,청소년관람불가,독립/예술영화
2495,90분,박선욱,(주)사람과사람,,(주)키노아이디엠씨,2012/08/23,개봉영화,장편,한국,1,"248,000",42,"241,000",41,스릴러,청소년관람불가,일반영화
2496,전망좋은해변-두여자,이세일,(주)케이알씨지,,(주)케이알씨지,2012/12/26,개봉영화,장편,한국,1,"260,000",40,0,0,멜로/로맨스,청소년관람불가,일반영화
2497,터치 바이 터치,김호준,(주)인피니티엔터테인먼트,,나이스플레이(주),2015/04/30,개봉영화,장편,한국,1,"200,000",40,"200,000",40,멜로/로맨스,청소년관람불가,일반영화
2498,플라스틱 섹스,이숭환,(주)케이알씨지,,(주)케이알씨지,2012/12/26,개봉영화,장편,한국,1,"280,000",40,0,0,성인물(에로),청소년관람불가,일반영화
2499,모범생,"노홍식,이영진","(주)파란프로덕션,주식회사 씨엠닉스",,주식회사 씨엠닉스,2017/11/17,개봉영화,장편,한국,2,"168,000",39,0,0,스릴러,청소년관람불가,독립/예술영화
2500,애연,이숭환,(주)케이알씨지,,(주)케이알씨지,2018/06/28,개봉영화,장편,한국,5,"39,000",39,"4,000",4,멜로/로맨스,15세이상관람가,독립/예술영화
2501,유정 - 스며들다,황일,(주)노시스컴퍼니,,(주)노시스컴퍼니,2019/04/24,개봉영화,장편,한국,5,"112,000",39,"6,000",3,멜로/로맨스,청소년관람불가,독립/예술영화
2502,아줌마...줌마들의반란,김문옥,"시네마테크 충무로,스마일픽쳐스",,(주)영화사 조은,2016/01/07,개봉영화,장편,한국,1,"333,000",37,"333,000",37,드라마,청소년관람불가,일반영화
2503,욕정이 활활,"이상우,황희경,김헌",이상우 필름,,이상우 필름,2015/06/25,개봉영화,장편,한국,2,"262,000",37,"40,000",4,드라마,청소년관람불가,독립/예술영화
2504,려수,진광교,(주)디앤디미디어,,(주)영화사 조제,2011/11/10,개봉영화,장편,한국,2,"276,000",36,"276,000",36,드라마,15세이상관람가,독립/예술영화
2505,신 전래동화,이상훈,(주)스토리제이,,"(주)스토리제이,(주)드림팩트엔터테인먼트",2018/04/25,개봉영화,장편,한국,6,"86,000",36,"34,000",17,코미디,15세이상관람가,독립/예술영화
2506,데스트랩,오인천,(주)영화맞춤제작소 영화공장,,블리트필름,2018/12/06,개봉영화,장편,한국,1,"223,500",35,"200,000",28,스릴러,15세이상관람가,독립/예술영화
2507,미션: 톱스타를 훔쳐라,노병하,(주)영화사희망,,(주)드림팩트엔터테인먼트,2015/09/03,개봉영화,장편,한국,2,"289,000",34,"261,000",27,액션,청소년관람불가,일반영화
2508,손님1 첫번째 이야기,이상화,굿픽처스,,굿픽처스,2011/11/17,개봉영화,장편,한국,1,"217,000",31,"217,000",31,공포(호러),청소년관람불가,일반영화
2509,천사의 시간,진명,스마일픽쳐스,,스마일픽쳐스,2018/06/21,개봉영화,장편,한국,5,"105,000",31,"28,000",14,멜로/로맨스,12세이상관람가,독립/예술영화
2510,노래방 : 화끈한 여자들 무삭제,조태호,(주)영화사가을,,(주)영화사가을,2018/11/09,개봉영화,장편,한국,3,"160,000",30,0,0,멜로/로맨스,청소년관람불가,일반영화
2511,대부업자: 소울 앤 캐시,최우제,"영화사 이지,한국영상대학교,(주)컴퍼니케이글로벌",,(주)스토리제이,2018/04/05,개봉영화,장편,한국,5,"73,000",30,"26,000",13,코미디,12세이상관람가,독립/예술영화
2512,마지막 중독,이세일,(주)케이알씨지,,(주)케이알씨지,2013/04/19,개봉영화,장편,한국,1,"150,000",30,0,0,성인물(에로),청소년관람불가,일반영화
2513,엄지아빠,강성룡,위드시네마,,위드시네마,2010/09/02,개봉영화,장편,한국,1,"199,126",30,"196,000",30,범죄,15세이상관람가,독립/예술영화
2514,속살,닥터 필,(주)케이알씨지,,(주)케이알씨지,2016/11/17,개봉영화,장편,한국,2,"126,000",28,0,0,멜로/로맨스,청소년관람불가,일반영화
2515,거짓말 섹스가 좋아,이세일,(주)케이알씨지,,(주)케이알씨지,2013/07/04,개봉영화,장편,한국,1,"50,000",25,0,0,멜로/로맨스,청소년관람불가,일반영화
2516,맛있는 섹스 - 인연,이세일,(주)케이알씨지,,(주)케이알씨지,2013/06/27,개봉영화,장편,한국,1,"50,000",25,0,0,성인물(에로),청소년관람불가,일반영화
2517,불청객 - 반가운 손님,최형렬,(주)스토리제이,,THE 픽쳐스,2016/09/29,개봉영화,장편,한국,5,"90,000",25,"20,000",5,스릴러,청소년관람불가,독립/예술영화
2518,야동보기 좋은 날,권문선,주식회사 씨엠닉스,,주식회사 씨엠닉스,2016/08/08,개봉영화,장편,한국,1,"150,000",25,0,0,코미디,15세이상관람가,독립/예술영화
2519,정사 2018 무삭제,김이슬,(주)영화사가을,,(주)영화사가을,2019/02/21,개봉영화,장편,한국,20,"109,000",22,0,0,멜로/로맨스,청소년관람불가,일반영화
2520,정사: 불륜의 맛,이민,(주)케이알씨지,,(주)케이알씨지,2016/12/01,개봉영화,장편,한국,2,"103,000",21,0,0,멜로/로맨스,청소년관람불가,일반영화
2521,친구 누나 3 무삭제,김이슬,(주)영화사가을,,(주)영화사가을,2019/03/07,개봉영화,장편,한국,20,"107,000",21,0,0,멜로/로맨스,청소년관람불가,일반영화
2522,거짓말 : 여자 모델의 섹스,유해종,(주)영화사가을,,(주)영화사가을,2019/03/21,개봉영화,장편,한국,20,"105,000",20,0,0,멜로/로맨스,청소년관람불가,일반영화
2523,깊은 사랑,이세일,(주)케이알씨지,,(주)케이알씨지,2012/12/12,개봉영화,장편,한국,1,"120,000",20,0,0,멜로/로맨스,청소년관람불가,일반영화
2524,나쁜 처제,김부곤,(주)영화사가을,,(주)영화사가을,2019/07/01,개봉영화,장편,한국,20,"100,000",20,0,0,멜로/로맨스,청소년관람불가,일반영화
2525,내 동생의 아내,조태호,(주)영화사가을,,(주)영화사가을,2019/01/14,개봉영화,장편,한국,20,"105,000",20,0,0,멜로/로맨스,청소년관람불가,일반영화
2526,내 아내의 언니 3,조태호,(주)영화사가을,,(주)영화사가을,2019/01/24,개봉영화,장편,한국,20,"105,000",20,0,0,멜로/로맨스,청소년관람불가,일반영화
2527,내 아내의 엄마,김부곤,(주)영화사가을,,(주)영화사가을,2019/02/25,개봉영화,장편,한국,20,"105,000",20,0,0,멜로/로맨스,청소년관람불가,일반영화
2528,내 처제가 된 첫사랑 무삭제,김이슬,(주)영화사가을,,(주)영화사가을,2019/03/19,개봉영화,장편,한국,20,"101,000",20,"2,000",1,멜로/로맨스,청소년관람불가,일반영화
2529,내 친구의 숙모,김부곤,(주)영화사가을,,(주)영화사가을,2019/03/05,개봉영화,장편,한국,20,"105,000",20,0,0,멜로/로맨스,청소년관람불가,일반영화
2530,누나 친구 3,김부곤,(주)영화사가을,,(주)영화사가을,2019/04/08,개봉영화,장편,한국,20,"105,000",20,0,0,멜로/로맨스,청소년관람불가,일반영화
2531,동호회의 목적 2,김부곤,(주)영화사가을,,(주)영화사가을,2019/04/23,개봉영화,장편,한국,20,"105,000",20,0,0,멜로/로맨스,청소년관람불가,일반영화
2532,룸싸롱 여대생들 2,조태호,(주)영화사가을,,(주)영화사가을,2019/07/08,개봉영화,장편,한국,20,"100,000",20,0,0,멜로/로맨스,청소년관람불가,일반영화
2533,맛있는 동거 무삭제,김이슬,(주)영화사가을,,(주)영화사가을,2019/02/14,개봉영화,장편,한국,20,"105,000",20,0,0,멜로/로맨스,청소년관람불가,일반영화
2534,몽정애-감독판,이숭환,(주)케이알씨지,,(주)케이알씨지,2012/12/20,개봉영화,장편,한국,1,"140,000",20,0,0,멜로/로맨스,청소년관람불가,일반영화
2535,밀애 2019 무삭제,김이슬,(주)영화사가을,,(주)영화사가을,2019/05/21,개봉영화,장편,한국,20,"105,000",20,"7,000",1,멜로/로맨스,청소년관람불가,일반영화
2536,밀애 : 착한 형수,김부곤,(주)영화사가을,,(주)영화사가을,2018/12/27,개봉영화,장편,한국,20,"105,000",20,0,0,멜로/로맨스,청소년관람불가,일반영화
2537,밀애 : 친구엄마 2,임현태,(주)영화사가을,,(주)영화사가을,2019/06/24,개봉영화,장편,한국,20,"100,000",20,0,0,멜로/로맨스,청소년관람불가,일반영화
2538,부부교환의 목적,김종민,(주)로드하우스,,(주)로드하우스,2019/08/09,개봉영화,장편,한국,20,"109,000",20,0,0,드라마,청소년관람불가,일반영화
2539,불륜 동창회 2,김종민,(주)영화사가을,,(주)영화사가을,2019/02/18,개봉영화,장편,한국,20,"105,000",20,0,0,멜로/로맨스,청소년관람불가,일반영화
2540,불륜 며느리,조태호,(주)영화사가을,,(주)영화사가을,2019/06/19,개봉영화,장편,한국,20,"100,000",20,0,0,멜로/로맨스,청소년관람불가,일반영화
2541,새엄마 3,김부곤,(주)영화사가을,,(주)영화사가을,2019/01/03,개봉영화,장편,한국,20,"105,000",20,0,0,멜로/로맨스,청소년관람불가,일반영화
2542,아내의 동창회 2,김종민,(주)영화사가을,,(주)영화사가을,2019/08/05,개봉영화,장편,한국,20,"100,000",20,0,0,멜로/로맨스,청소년관람불가,일반영화
2543,아내의 맛,김부곤,(주)영화사가을,,(주)영화사가을,2019/01/31,개봉영화,장편,한국,20,"105,000",20,0,0,멜로/로맨스,청소년관람불가,일반영화
2544,아내의 엄마 2 무삭제,김빛나,(주)영화사가을,,(주)영화사가을,2019/04/04,개봉영화,장편,한국,20,"105,000",20,0,0,멜로/로맨스,청소년관람불가,일반영화
2545,아름다운 장모,김종민,(주)로드하우스,,(주)로드하우스,2019/08/13,개봉영화,장편,한국,20,"109,000",20,0,0,기타,청소년관람불가,일반영화
2546,애인 : 친구의 딸 무삭제,김종민,(주)영화사가을,,(주)영화사가을,2019/06/04,개봉영화,장편,한국,20,"105,000",20,"7,000",1,멜로/로맨스,청소년관람불가,일반영화
2547,엄마친구들 3,정현수,(주)영화사가을,,(주)영화사가을,2019/08/12,개봉영화,장편,한국,20,"100,000",20,0,0,멜로/로맨스,청소년관람불가,일반영화
2548,여자 하숙집 3,조태호,(주)영화사가을,,(주)영화사가을,2019/06/12,개봉영화,장편,한국,20,"100,000",20,0,0,멜로/로맨스,청소년관람불가,일반영화
2549,여직원들 : 직장 연애사 2,조태호,(주)영화사가을,,(주)영화사가을,2019/01/17,개봉영화,장편,한국,20,"105,000",20,0,0,멜로/로맨스,청소년관람불가,일반영화
2550,여친 엄마 3 무삭제,김종민,(주)영화사가을,,(주)영화사가을,2019/06/26,개봉영화,장편,한국,20,"100,000",20,0,0,멜로/로맨스,청소년관람불가,일반영화
2551,연애 : 엄마친구 2,김부곤,(주)영화사가을,,(주)영화사가을,2019/05/07,개봉영화,장편,한국,20,"100,000",20,0,0,멜로/로맨스,청소년관람불가,일반영화
