영화명,감독,배급사,개봉일,국적,전국 매출액,장르,등급,배우
모피를 입은 비너스,송예섭,(주)영화사 조제,2012/07/12,한국,"3,248,000",드라마,청소년관람불가,서정
뭘 또 그렇게까지,전계수,(주)스폰지이엔티,2010/04/29,한국,"2,572,896",드라마,12세이상관람가,이동규
뿔을 가진 소년,김휘근,(주)콘텐츠윙,2019/06/13,한국,"2,489,000",드라마,15세이상관람가,황성균
위험한 중독,최율권희,(주)블루브릭,2015/12/24,한국,"2,117,000",드라마,청소년관람불가,고원
환타스틱 모던가야그머,최승호,주식회사 마운틴픽쳐스,2011/08/18,한국,"2,640,500",다큐멘터리,전체관람가,정민아
야한밤 심야극장,이민환,(주)케이알씨지,2016/02/25,한국,"1,964,000",멜로/로맨스,청소년관람불가,0
멜로,이로이,(주)박수엔터테인먼트,2014/04/24,한국,"2,664,500",드라마,청소년관람불가,김혜나
참외향기,김우석,(주)영화사 그램,2018/05/31,한국,"2,895,200",드라마,전체관람가,지대한
뜨거운 이웃,이전,(주)케이알씨지,2016/01/28,한국,"2,020,000",멜로/로맨스,청소년관람불가,이채담
설지,박진순,"(주)박수엔터테인먼트,(주)미로스페이스",2015/11/26,한국,"2,849,100",드라마,12세이상관람가,다나
검은 여름,이원영,(주)미로스페이스,2019/06/20,한국,"2,545,000",멜로/로맨스,15세이상관람가,우지현
나의 노래는,안슬기,㈜인디스토리,2008/04/24,한국,"2,325,110",드라마,12세이상관람가,신현호
궤도,김광호,스튜디오느림보,2008/07/11,한국,"2,264,500",드라마,12세이상관람가,최금호
댄스타운,전규환,(주)트리필름,2011/09/01,한국,"2,737,000",드라마,청소년관람불가,라미란
서울,윤태용,(주)스폰지이엔티,2010/04/22,한국,"2,481,968",드라마,12세이상관람가,박지윤
아스라이,김삼력,㈜인디스토리,2008/01/11,한국,"2,304,500",드라마,12세이상관람가,김상석
마지막 밥상,노경태,"㈜기억속의매미,독립영화전용관 인디스페이스",2008/04/11,한국,"2,410,000",드라마,18세관람가,김도연
은밀하게 음란하게,이세일,(주)케이알씨지,2014/04/10,한국,"1,160,000",멜로/로맨스,청소년관람불가,민신애
지옥화,이상우,(주)팝엔터테인먼트,2014/11/06,한국,"2,473,000",드라마,청소년관람불가,원태희
호두까기 인형,정성복,(주)패뷸러스,2014/12/07,한국,"1,488,000",공연,전체관람가,이은원
외출,기대호,(주)영화사 사계절,2015/06/11,한국,"2,090,000",멜로/로맨스,청소년관람불가,정서윤
프레스,최정민,레드무비,2017/11/30,한국,"1,529,500",드라마,15세이상관람가,진용욱
메기의 추억,김문옥,스마일픽쳐스,2019/05/08,한국,"798,000",드라마,12세이상관람가,정인철
맛있는 정사: 오피스 와이프,김학묵,(주)케이알씨지,2015/11/17,한국,"1,929,000",멜로/로맨스,청소년관람불가,박태산
조선안방 스캔들-칠거지악2,이숭환,(주)케이알씨지,2015/10/22,한국,"1,922,000",멜로/로맨스,청소년관람불가,은경
물 없는 바다,김관철,㈜인디스토리,2011/12/08,한국,"2,291,000",멜로/로맨스,15세이상관람가,김동현
녹색의자 2013 - 러브 컨셉츄얼리,박철수,주식회사 마운틴픽쳐스,2013/10/31,한국,"2,280,000",멜로/로맨스,청소년관람불가,진혜경
자유연애시대,이전,(주)케이알씨지,2016/02/04,한국,"1,960,000",멜로/로맨스,청소년관람불가,하얀
보호자,유원상,CGV아트하우스,2014/04/10,한국,"3,065,500",범죄,15세이상관람가,김수현
아내의 애인,소영환,(주)영화사 사계절,2015/10/08,한국,"2,123,000",멜로/로맨스,청소년관람불가,김태정
이방인들,최용석,(주)판다미디어,2012/05/10,한국,"2,025,000",드라마,12세이상관람가,한수연
붉은 비키니 무삭제판,최무연,(주)로드하우스,2017/08/21,한국,"1,853,000",멜로/로맨스,청소년관람불가,0
파파좀비,고현창,㈜인디스토리,2016/12/29,한국,"2,257,500",드라마,전체관람가,조한철
친구엄마,공자관,노바엔터테인먼트,2015/11/12,한국,"2,057,000",멜로/로맨스,청소년관람불가,김영삼
순간 그리고 순간 : 디지털 삼인삼색2006,"펜엑 라타나루앙,에릭 쿠,다레잔 오미르바예프",,,한국,0,드라마,,0
엄마친구,명석환,(주)영화사 사계절,2015/08/20,한국,"1,771,000",멜로/로맨스,청소년관람불가,허예창
두 엄마,이도시,(주)소나무픽쳐스,2017/08/14,한국,"1,794,000",멜로/로맨스,청소년관람불가,송인호
원령,동역견,(유)조이앤시네마,2015/08/13,한국,"1,760,000",공포(호러),15세이상관람가,0
결혼식 후에,김윤철,씨제이엔터테인먼트,2009/12/03,한국,"2,540,904",멜로/로맨스,12세이상관람가,신성우
소통과 거짓말,이승원,무브먼트,2017/11/09,한국,"2,275,000",드라마,청소년관람불가,장선
내부순환선,조은희,㈜인디스토리,2008/02/22,한국,"2,216,500",드라마,청소년관람불가,양은용
어디로 갈까요?,진승현,주식회사 마운틴픽쳐스,2013/05/16,한국,"2,231,000",멜로/로맨스,청소년관람불가,김규리
위선자들: 감독판,김진홍,"THE 픽쳐스,주식회사 마운틴픽쳐스",2016/04/21,한국,"1,750,000",드라마,청소년관람불가,0
친애하는 지도자동지께,이상우,이상우 필름,2015/12/31,한국,"2,140,000",드라마,청소년관람불가,김영건
나가요 미스콜,한동호,노바엔터테인먼트,2014/03/13,한국,"2,018,000",멜로/로맨스,청소년관람불가,최종훈
모차르트 타운,전규환,(주)트리필름,2011/09/15,한국,"2,485,500",드라마,청소년관람불가,주유랑
슬리핑 뷰티,이한나,(주)키노아이디엠씨,2008/10/23,한국,"2,109,000",드라마,청소년관람불가,임아영
형의 여자,"모리카와 케이,모리오카 토시유키",(유)쏘아필름,2016/12/15,한국,"2,411,000",멜로/로맨스,청소년관람불가,0
착한 친구엄마,이진명,(주)소나무픽쳐스,2018/10/08,한국,"1,778,000",멜로/로맨스,청소년관람불가,0
정글피쉬2,"김정환,민두식",주식회사 마운틴픽쳐스,2011/03/03,한국,"2,439,000",드라마,15세이상관람가,0
내 이웃의 아내,정대만,(주)소나무픽쳐스,2016/07/28,한국,"1,729,000",멜로/로맨스,청소년관람불가,김진선
천당의 밤과 안개,정성일,주식회사 마운틴픽쳐스,2018/11/29,한국,"3,678,200",다큐멘터리,전체관람가,왕빙
롤플레이2 : 동침,이광호,골든타이드픽처스(주),2013/11/21,한국,"1,400,000",미스터리,청소년관람불가,권현정
굿바이 그리고 헬로우,한창근,(주)액티버스엔터테인먼트,2015/12/25,한국,"2,835,000",드라마,12세이상관람가,서하준
사랑받지 못한 여자,노진수,(주)모멘텀엔터테인먼트,2017/01/24,한국,"2,097,000",드라마,청소년관람불가,김화연
두 번째 겨울,김의곤,(주)미로스페이스,2018/12/27,한국,"2,085,400",드라마,12세이상관람가,이광현
푸른 강은 흘러라,강미자,,2009/10/08,한국,"1,789,770",드라마,12세이상관람가,한예리
동자 대소동,"남기남,정창욱",(주)H.F.G엔터테인먼트,2011/01/05,한국,"2,154,000",가족,전체관람가,0
고백할 수 없는,최인규,하준사,2016/03/31,한국,"2,301,000",스릴러,청소년관람불가,배성우
다방의 푸른 꿈,김대현,"스토리 너머,아이 엠",2017/01/26,한국,"2,330,000",다큐멘터리,전체관람가,김민자
이브의 유혹 - 그녀만의 테크닉,유재완,(주)화인웍스,2007/08/20,한국,0,스릴러,청소년관람불가,김지완
이브의 유혹 - 좋은아내,곽정덕,(주)화인웍스,2007/08/06,한국,0,드라마,청소년관람불가,진태현
강을 건너는 사람들,김덕철,(주)영화사 진진,2007/11/30,한국,0,다큐멘터리,전체관람가,김경석
마중: 커피숍 난동 수다 사건,임혜영,(주)콘텐츠윙,2018/05/17,한국,"2,481,500",코미디,15세이상관람가,김준한
반달곰,이정홍,㈜인디스토리,2013/02/04,한국,"1,152,000",드라마,15세이상관람가,강보민
부부의 스폰서,황성욱,골든타이드픽처스(주),2016/09/09,한국,"1,584,000",멜로/로맨스,청소년관람불가,김진선
야한이야기,김철수,골든타이드픽처스(주),2016/09/29,한국,"1,587,000",멜로/로맨스,청소년관람불가,백세리
녹화중이야,박민국,"노가리필름,(주)인디플러그",2017/03/02,한국,"2,284,500",멜로/로맨스,15세이상관람가,김혜연
사범,조동희,"(주)26컴퍼니,윤스",2019/06/27,한국,"1,819,000",다큐멘터리,전체관람가,강신철
엔조이닷컴,백수호,(주)라이크 콘텐츠,2016/04/28,한국,"1,634,000",멜로/로맨스,청소년관람불가,허진우
여배우 섹스 스캔들,야마삐,(주)케이알씨지,2016/03/09,한국,"1,657,000",멜로/로맨스,청소년관람불가,지원
화창한 그날들,방현준,(주)씨네로닷컴,2014/03/14,한국,"2,030,000",스릴러,청소년관람불가,김동하
아이돌 섹스 스캔들,야마삐,(주)케이알씨지,2016/03/16,한국,"1,680,000",멜로/로맨스,청소년관람불가,0
오아시스 세탁소,권중목,주식회사 씨엠닉스,2018/05/09,한국,"733,000",드라마,12세이상관람가,조준형
풍뎅이뎅이,이재한,(주)콘텐츠판다,2018/02/08,한국,"2,001,000",애니메이션,전체관람가,배정미
디셈버,박정훈,뎁스프로덕션,2014/02/20,한국,"2,043,000",멜로/로맨스,15세이상관람가,신명진
약수터 부르스,손재명,롯데쇼핑㈜롯데시네마,2009/11/26,한국,"2,126,351",코미디,15세이상관람가,배건식
그녀들의 방,고태정,씨제이엔터테인먼트,2009/03/12,한국,"2,007,546",드라마,15세이상관람가,정유미
게스트하우스,"조성규,조성규",하준사,2018/02/22,한국,"2,062,500",드라마,12세이상관람가,0
환타스틱 러브짐: 전쟁 같은 사랑,한우진,(주)유비네트워크,2015/10/08,한국,"1,575,000",코미디,청소년관람불가,0
애마부인 2016,김미연,드림로드,2016/06/14,한국,"1,638,000",멜로/로맨스,청소년관람불가,류현아
탐욕,김정욱,주식회사 루믹스미디어,2016/05/12,한국,"1,555,000",멜로/로맨스,청소년관람불가,코가와 이오리
다이빙벨: 진실은 침몰하지 않습니다,"이상호,안해룡",(주)시네마달,2015/04/16,한국,"2,209,000",다큐멘터리,15세이상관람가,0
아웃사이더,김문옥,(주)영화사 조은,2014/07/24,한국,"600,000",드라마,청소년관람불가,문시호
형님 아내,이돌,이돌영화사,2016/05/03,한국,"1,555,000",멜로/로맨스,청소년관람불가,이은미
여동생 친구,이전,(주)케이알씨지,2018/05/23,한국,"1,451,000",멜로/로맨스,청소년관람불가,0
홈 스위트 홈,문시현,이미지팩토리,2012/03/15,한국,"2,109,500",드라마,청소년관람불가,김영훈
캘린더걸,강현철,(주)유비네트워크,2016/04/07,한국,"1,598,000",멜로/로맨스,청소년관람불가,이소희
샘터분식-그들도 우리처럼,태준식,시네마달,2009/11/26,한국,"1,837,276",다큐멘터리,전체관람가,0
생생활활,박철수,팝엔터테인먼트,2013/03/21,한국,"2,343,000",드라마,청소년관람불가,오인혜
라라 선샤인,김아론,(주)인디플러그,2009/10/22,한국,"1,861,442",드라마,15세이상관람가,양은용
여자전쟁: 비열한 거래,노진수,TCO(주)더콘텐츠온,2016/06/16,한국,"1,544,000",드라마,청소년관람불가,김선영
필승必勝 Ver 2.0 연영석,태준식,가실,2008/06/06,한국,"1,796,500",다큐멘터리,전체관람가,0
스피릿 오브 베토벤,남평희,(주)아르떼,2014/12/10,한국,"1,164,000",공연,전체관람가,0
여자전쟁: 봉천동 혈투,권성국,TCO(주)더콘텐츠온,2016/07/14,한국,"1,534,000",드라마,청소년관람불가,최종원
주말부부,기대호,(주)전망좋은 영화사,2016/07/08,한국,"1,540,000",멜로/로맨스,청소년관람불가,소영
오하이오 삿포로,김성준,어뮤즈,2013/01/03,한국,"1,429,000",드라마,전체관람가,소이
선지자의 밤,김성무,CGV아트하우스,2015/09/10,한국,"2,424,500",드라마,청소년관람불가,이미소
우리 지금 할래,박범수,(주)케이알씨지,2016/04/20,한국,"1,483,000",멜로/로맨스,청소년관람불가,수지
잠 못 이루는 섹스 2,이민환,(주)케이알씨지,2016/05/18,한국,"1,477,000",멜로/로맨스,청소년관람불가,김도희
P.S. 걸,원석호,전망 PRODUCTION,2016/02/04,한국,"1,673,000",스릴러,청소년관람불가,비키
그빨로,권만회,THE 픽쳐스,2016/06/03,한국,"1,513,000",스릴러,청소년관람불가,서하
나는 곤경에 처했다!,소상민,씨제이 씨지브이(CJ CGV)(주),2009/12/10,한국,"1,774,196",코미디,청소년관람불가,민성욱
맛있는 떡,이승환,(주)케이알씨지,2016/04/27,한국,"1,465,000",멜로/로맨스,청소년관람불가,이나
소원택시,박창진,(주)마부엔터테인먼트,2013/10/04,한국,"971,000",드라마,청소년관람불가,장성원
옆집 누나,이민환,(주)케이알씨지,2016/05/12,한국,"1,465,000",멜로/로맨스,청소년관람불가,한빛나
친구 누나,채길병,(주)영화사 사계절,2016/03/10,한국,"1,593,000",멜로/로맨스,청소년관람불가,박초현
잠 못 이루는 섹스,"이민환,이숭환",(주)케이알씨지,2016/03/31,한국,"1,495,000",멜로/로맨스,청소년관람불가,0
수용소의 삶 : 디지털 삼인삼색 2007,"그린 유진,코스타 페드로,파로키 하룬",(주)이모션픽처스,2007/11/29,한국,0,다큐멘터리,12세이상관람가,0
창백한 얼굴들,허범욱,CGV아트하우스,2015/09/10,한국,"2,113,500",애니메이션,청소년관람불가,홍범기
아버지를 찾아서,김무은,(주)드림팩트엔터테인먼트,2018/04/12,한국,"930,000",다큐멘터리,전체관람가,0
위도,백정민,어뮤즈,2011/10/20,한국,"1,497,000",미스터리,청소년관람불가,정찬
썰만화,안일환,TCO(주)더콘텐츠온,2016/02/25,한국,"1,571,000",코미디,청소년관람불가,이채담
전원일기: 젖소농장새댁,한동호,주식회사 비엠미디어,2015/12/15,한국,"1,407,000",멜로/로맨스,청소년관람불가,신건석
누나 친구,신현철,(주)영화사 사계절,2016/01/21,한국,"1,545,000",멜로/로맨스,청소년관람불가,정서윤
다시..올래,김충녕,(주)콘텐츠윙,2018/04/26,한국,"1,448,500",드라마,12세이상관람가,이채은
공즉시색,김현빈,(주)영화사 사계절,2015/11/26,한국,"1,478,000",멜로/로맨스,청소년관람불가,김화연
죄인,김종호,영화사 조선호랑이,2016/11/29,한국,"1,883,000",액션,15세이상관람가,김하정
핑크 토끼,김회근,한코리아,2009/08/20,한국,"1,575,805",드라마,15세이상관람가,고다미
수목장,박광춘,주식회사 마운틴픽쳐스,2012/11/15,한국,"1,406,000",공포(호러),청소년관람불가,이영아
화산고래,박혜미,CGV아트하우스,2015/09/10,한국,"2,273,000",애니메이션,청소년관람불가,이지숙
정사 : 결혼 말고 연애,조경훈,(주)영화사 사계절,2016/04/19,한국,"1,454,000",멜로/로맨스,청소년관람불가,유소현
착한 형수 2,곽영근,(주)영화사 사계절,2017/10/19,한국,"1,561,000",멜로/로맨스,청소년관람불가,이채담
